ID,ROI,Area,X,Y,Mean_CD34,StDev_CD34,Mode_CD34,Min_CD34,Max_CD34,Median_CD34,Skew_CD34,Kurt_CD34,Background_CD34,Mean_Etv1,StDev_Etv1,Mode_Etv1,Min_Etv1,Max_Etv1,Median_Etv1,Skew_Etv1,Kurt_Etv1,Background_Etv1,Mean_Nppb,StDev_Nppb,Mode_Nppb,Min_Nppb,Max_Nppb,Median_Nppb,Skew_Nppb,Kurt_Nppb,Background_Nppb,Mean_synpr,StDev_synpr,Mode_synpr,Min_synpr,Max_synpr,Median_synpr,Skew_synpr,Kurt_synpr,Background_synpr,Mean_trpa1,StDev_trpa1,Mode_trpa1,Min_trpa1,Max_trpa1,Median_trpa1,Skew_trpa1,Kurt_trpa1,Background_trpa1,Mean_trpm8,StDev_trpm8,Mode_trpm8,Min_trpm8,Max_trpm8,Median_trpm8,Skew_trpm8,Kurt_trpm8,Background_trpm8,Mean_calca,StDev_calca,Mode_calca,Min_calca,Max_calca,Median_calca,Skew_calca,Kurt_calca,Background_calca,Mean_nefh,StDev_nefh,Mode_nefh,Min_nefh,Max_nefh,Median_nefh,Skew_nefh,Kurt_nefh,Background_nefh,Mean_S100b,StDev_S100b,Mode_S100b,Min_S100b,Max_S100b,Median_S100b,Skew_S100b,Kurt_S100b,Background_S100b,Mean_trpv1,StDev_trpv1,Mode_trpv1,Min_trpv1,Max_trpv1,Median_trpv1,Skew_trpv1,Kurt_trpv1,Background_trpv1,Mean_sstr2,StDev_sstr2,Mode_sstr2,Min_sstr2,Max_sstr2,Median_sstr2,Skew_sstr2,Kurt_sstr2,Background_sstr2,Mean_Fxyd2,StDev_Fxyd2,Mode_Fxyd2,Min_Fxyd2,Max_Fxyd2,Median_Fxyd2,Skew_Fxyd2,Kurt_Fxyd2,Background_Fxyd2,Mean_mrgprd,StDev_mrgprd,Mode_mrgprd,Min_mrgprd,Max_mrgprd,Median_mrgprd,Skew_mrgprd,Kurt_mrgprd,Background_mrgprd,Mean_tmem45b,StDev_tmem45b,Mode_tmem45b,Min_tmem45b,Max_tmem45b,Median_tmem45b,Skew_tmem45b,Kurt_tmem45b,Background_tmem45b,Mean_tmem233,StDev_tmem233,Mode_tmem233,Min_tmem233,Max_tmem233,Median_tmem233,Skew_tmem233,Kurt_tmem233,Background_tmem233,Cellstack,Thumbnail
1473,0864-2295,282,2296.8121,863.2589,38.383,12.006,37,10,92,37,0.9007,2.0223,39.1046,44.3298,19.734,37,0,135,45,0.8458,2.0109,52.9869,54.7624,21.9306,48,12,157,48,1.2018,2.2923,46.5359,24.2163,8.0726,24,0,49,24,0.3001,0.2028,25.5098,58.8298,19.7325,60,30,135,60,0.7359,0.8696,56.1111,11.3298,2.2546,11,5,22,11,0.4933,1.5736,10.6906,14.7482,2.7758,13,8,31,15,1.3416,5.2487,14.0806,23.3865,7.2241,26,5,42,25,-0.4453,0.02414,26.2963,60.9397,12.1392,65,26,97,61,-0.01834,0.4709,53.2941,17.2695,3.4915,17,8,26,17,-0.04013,-0.3631,17.7277,29.7837,4.6007,31,20,44,30,0.325,-0.1791,29.2985,9.3688,9.3515,7,3,64,7,3.7258,14.7729,16.0545,24.1986,2.5858,24,18,35,24,0.822,1.4369,23.6601,32.1844,3.9832,30,23,56,32,1.8884,8.6305,31.7168,27.6738,6.6787,24,12,54,27,0.4706,0.4728,27.1874,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1474_0864-2295.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1474_0864-2295.tif
1474,0850-2307,166,2307.3554,850.3675,43.3554,16.752,43,5,119,43,0.7668,1.9652,40.4375,49.241,21.0659,45,0,112,52,0.1622,0.4508,45.1488,48.0663,19.4036,48,0,145,48,1.3319,4.1219,48.1607,25.3855,8.824,24,6,49,24,0.4539,-0.09871,25.4435,61.7169,21.6215,60,0,135,60,0.4933,0.8344,70.0893,11.5964,2.1004,12,6,18,12,0.02582,0.389,15.9613,15.488,4.2594,16,7,42,15,3.1067,16.2761,17.8423,25.6566,11.6882,33,3,56,24,0.3979,-0.2031,14.1071,66.2771,14.1115,62,27,96,66,-0.3109,0.01466,34.7113,17.5663,3.6221,17,9,28,18,0.008232,-0.08093,20.5774,29.9157,5.2054,32,18,45,30,0.1074,-0.3965,29.8601,7.0241,1.9601,7,3,12,7,0.09217,0.2705,7.6726,24.6566,2.4463,24,18,30,24,0.07013,-0.3362,23.6994,31.4036,2.6787,30,25,38,31,0.1033,-0.5583,32.1875,27.5904,6.7367,28,13,51,27,0.3983,0.3692,29.7679,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1475_0850-2307.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1475_0850-2307.tif
1475,0852-2339,284,2338.6408,852.9049,40.4718,12.994,32,10,81,37,0.4217,0.03271,43.1977,52.7359,21.4767,52,0,127,52,0.4431,0.4292,53.9953,54.493,18.0775,48,24,121,48,0.643,0.3388,58.5698,27.3275,10.6623,24,0,74,24,0.7163,1.2907,32.3674,72.1479,30.9102,60,15,255,60,2.5208,11.1336,90.0698,11.2782,2.7659,11,5,19,11,0.2429,-0.1814,17.1023,17.9542,5.6844,17,8,47,17,1.6769,4.4859,21.9674,37.4331,15.874,35,5,74,37,0.07202,-0.6785,28.3093,73.9683,25.8951,68,23,140,72,0.24,-0.699,53.907,18.3099,4.9573,17,6,30,18,0.06481,-0.303,23.7279,31.2324,6.0983,32,18,52,32,0.4069,0.3996,32.0372,7.4824,2.4167,7,4,15,7,0.6994,0.6164,7.9442,25.0775,2.8584,24,19,35,24,0.3529,-0.1943,25.3814,34.3486,5.0936,33,24,66,33,2.0943,9.5402,33.7814,32.1373,8.2944,30,14,64,32,0.4157,0.6169,32.2558,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1476_0852-2339.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1476_0852-2339.tif
1476,0853-2353,157,2353.551,853.0605,49.6688,13.4776,43,16,86,48,0.1879,0.1212,44.4202,56.7006,22.6052,52,0,112,52,0.06034,-0.298,68.0644,65.8726,26.4545,60,24,242,60,2.7452,12.9229,68.4693,40.5287,13.3923,43,18,80,37,0.5753,0.1322,32.2638,77.7707,24.6019,75,15,135,75,0.03421,-0.4666,82.546,12.3312,2.2713,12,7,20,12,0.4098,0.6587,13.4785,13.3631,2.675,15,7,23,13,0.3721,0.6495,15.316,41.6051,9.8702,38,16,69,40,0.3817,0.2692,34.5798,66.2484,12.652,59,43,101,66,0.3909,-0.2932,73.816,20.9554,4.0924,22,12,32,21,0.01862,-0.1379,19.9877,34.3121,5.0318,35,23,49,35,0.1451,-0.2012,33.5798,7.6242,2.4004,7,3,15,7,0.6345,0.7708,8.2362,27.1274,3.3219,27,19,43,27,1.2038,3.5358,26.5828,33.9554,3.2411,33,24,42,33,-0.04605,0.07253,34.5429,33.7389,6.8258,33,17,55,33,0.3439,0.3695,35.0368,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1477_0853-2353.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1477_0853-2353.tif
1477,0839-2354,99,2353.4697,839.6717,40.6465,12.1154,37,5,70,37,-0.04372,0.3544,42.9685,50.2525,21.7567,45,0,135,45,0.6115,1.4208,59.7273,54.1111,15.1979,60,24,97,60,0.2316,0.3312,60.8986,33.1515,11.4343,31,12,62,31,0.3654,-0.4984,28.5524,75.4545,30.1111,75,15,180,75,0.6125,0.5792,93.042,10.8283,2.5557,10,6,22,10,0.8892,2.3759,12.2448,13.7071,3.459,14,8,23,13,0.7484,0.2932,16.2308,39.7071,8.5216,35,17,60,41,-0.362,-0.09915,36.6538,79.8687,15.8756,84,30,126,79,-0.07081,0.466,67.9755,18.1414,4.5401,17,7,29,18,0.07921,-0.09696,21.3077,31.1515,5.1137,32,20,47,31,0.4051,0.8916,32.0035,7.202,1.9897,7,3,14,7,0.3438,1.0645,7.5035,24.9495,2.6201,24,19,32,24,0.2058,-0.08295,26.1189,32.0505,3.3085,33,24,42,32,0.2238,0.2299,33.6853,31.8788,7.8484,31,14,48,31,0.09278,-0.6182,32.9545,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1478_0839-2354.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1478_0839-2354.tif
1478,0826-2321,493,2321.6481,826.4838,43.428,13.8846,43,10,103,43,0.5061,0.9053,38.5378,56.1602,24.2862,52,0,172,52,0.7809,1.6161,48.0717,54.9716,26.8446,48,24,255,48,2.9787,14.837,47.2271,27.6349,9.5669,24,0,55,24,0.1726,-0.2976,24.0976,74.3002,34.1486,60,0,255,75,2.1248,6.5402,83.3964,8.2698,3.736,7,3,26,7,1.2792,2.5479,13.4442,12.5801,8.7052,8,5,80,10,3.7932,17.5304,24.3147,70.8763,29.3455,95,3,138,74,-0.3235,-0.6286,19.4821,77.0527,16.4184,79,34,130,76,0.1478,-0.1682,39.5518,20.3347,8.5637,16,7,80,19,2.6624,10.0361,25.1853,32.2901,6.0151,32,19,60,32,0.7286,1.8129,30.0797,7.2698,2.4574,7,3,18,7,0.9055,2.3006,7.6016,25.4686,2.9276,24,19,38,25,0.8179,1.3962,23.6992,33.5477,5.9534,33,24,97,33,5.1577,43.6018,32.7849,31.0527,7.1648,30,14,60,30,0.5239,0.7072,29.9084,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1479_0826-2321.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1479_0826-2321.tif
1479,0823-2362,356,2361.9579,823.5,48.1236,17.806,48,5,130,48,1.1008,2.5154,45.4295,60.7753,25.4164,60,0,150,60,0.4774,0.4485,53.7841,59.1236,21.0915,48,12,145,60,0.6009,0.6762,54.0044,28.0112,10.9346,24,6,74,24,0.7045,0.9545,27.5947,71.7135,24.934,75,30,195,75,1.0174,2.2015,71.0022,12.7247,2.921,13,5,28,13,0.9587,2.8728,12.9604,15.3062,2.6343,17,9,23,15,0.1336,-0.3106,17.9956,22.9242,11.6951,15,2,48,23,0.1343,-0.9905,17.6057,50.1292,14.7646,55,19,110,48,0.6621,0.5216,43.6806,21.2725,3.9435,21,12,34,21,0.1959,-0.1585,21.293,32.9944,5.7247,33,19,53,33,0.2221,0.05546,31.4537,7.4579,2.0627,7,3,14,7,0.2752,0.627,10.1233,25.7556,2.7942,24,18,37,26,0.4725,0.7888,24.8128,33.941,3.9731,33,25,52,33,0.9294,2.228,33.3877,32.1854,7.4015,31,11,58,32,0.1812,0.4062,30.7269,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1480_0823-2362.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1480_0823-2362.tif
1480,0805-2354,174,2352.6667,805.3333,40.3046,15.7236,32,10,130,37,1.5362,5.5941,37.538,71.7126,31.3424,75,15,202,67,0.7078,1.066,53.2011,64.6839,38.7714,48,12,255,48,2.1417,5.3975,46.1766,32.9368,16.6845,31,6,99,31,1.6889,3.1092,39.1359,69.2241,29.6775,60,15,240,60,2.5324,10.246,62.7717,10.8506,2.7832,11,4,25,11,1.0581,3.5399,12.5299,13.5,3.2126,14,8,33,14,1.6947,8.2415,16.4783,43.6954,21.1877,27,4,111,38,0.8198,0.4546,13.2772,72.1494,21.3555,52,37,144,70,0.6654,0.07786,40.7962,18.6207,4.5649,14,8,38,18,0.5859,1.2976,20.1685,31.408,7.5594,30,19,61,30,1.1899,1.7699,28.7337,9.2529,4.2241,8,3,24,8,1.2333,1.499,11.6793,24.7931,3.113,24,18,43,24,1.7279,6.4427,27.4185,34.4655,5.0611,31,26,59,34,1.8473,5.8254,36.9837,42.7126,12.9948,33,18,92,41,0.8796,1.2084,37.9891,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1481_0805-2354.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1481_0805-2354.tif
1481,0823-2390,468,2391.0769,822.8889,48.5855,15.1008,43,16,108,48,0.5185,0.8458,48.9474,74.594,28.9218,75,0,165,75,0.4113,0.01603,64.7086,61.8056,18.8004,60,24,145,60,0.751,1.4305,66.25,32.9466,17.1318,31,0,174,31,3.6064,21.7469,57.8947,80.2564,22.1523,75,15,165,75,0.3575,0.3553,85.2914,11.4038,2.9152,10,4,20,11,0.1583,-0.009835,14.7519,12.9808,4.3065,14,7,41,13,2.137,9.3782,20.1898,51.4038,26.4765,6,5,103,54,-0.1602,-1.1709,24.0132,90.7949,30.4651,105,24,157,94,-0.286,-0.7089,54.2086,18.4893,4.6572,21,5,33,19,-0.05145,0.24,22.1992,34.9017,5.794,33,18,58,35,0.2388,0.2161,35.265,8.5256,3.7292,7,3,40,8,4.1808,24.8299,26.4117,28.2885,6.2503,27,21,65,27,3.4017,13.7986,36.6692,35.3761,5.5177,34,26,73,35,2.4614,11.1294,42.6917,35.5043,9.1634,37,7,91,36,0.9139,4.336,44.2688,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1482_0823-2390.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1482_0823-2390.tif
1482,0861-2388,130,2388.1923,860.2615,52.7,17.5952,54,5,97,54,-0.1971,-0.3674,42.2095,81.7769,32.6666,82,7,187,82,0.3227,0.221,63.7778,54.6692,22.0684,60,0,145,60,0.4885,1.8579,47.073,41.1462,14.2601,43,12,99,43,0.7013,2.0399,30.0635,90.9231,25.5238,75,30,150,90,0.1596,-0.4797,70.9048,14.5385,2.9601,15,8,26,14,0.576,1.0831,13.4825,15.1154,2.3939,14,10,21,15,-0.01083,-0.4351,14.4825,28.2692,15.9902,3,3,60,29,0.1106,-1.1078,22.9143,98.8462,33.5673,95,18,157,102,-0.4185,-0.5904,58.673,19.4846,4.3227,22,9,31,20,0.05142,-0.2694,18.6349,38.8462,7.1501,42,22,60,40,-0.09094,-0.129,32.9333,8.6308,2.7312,7,3,18,8,0.7099,0.8607,9.9937,27.7308,4.1797,29,16,36,28,-0.6357,-0.06173,25.0571,37.3615,4.9946,39,25,71,37,2.2242,14.4158,33.8413,40.3308,8.796,36,19,67,41,-0.07288,0.09544,32.4444,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1483_0861-2388.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1483_0861-2388.tif
1483,0774-2384,372,2385,774.8978,37.8844,12.7243,32,10,81,37,0.506,0.2837,34.9847,42.621,19.1736,45,0,127,45,0.4339,0.6294,45.9956,45.207,14.3929,48,12,109,48,0.4692,0.5782,44.7576,23.4355,8.1422,24,6,49,24,0.5725,0.4306,26.7533,55.4839,15.5026,60,15,105,60,0.098,-0.2813,54.4651,6.8629,2.5039,4,3,15,6,0.8574,0.07794,11.8035,9.9973,2.2672,8,7,19,9,1.2206,1.1142,15.1681,70.7742,29.2988,83,7,133,78,-0.5021,-0.5214,25.2336,101.7339,28.8726,96,26,188,101,0.08329,-0.256,47.9847,13.2473,4.4833,14,3,27,13,0.2182,-0.05251,20.5721,28.2581,4.038,28,14,41,28,0.02814,0.1666,29.5786,6.7043,1.7105,6,2,16,7,0.6561,2.5556,7.8515,23.5376,2.0744,24,19,30,24,0.206,-0.1283,23.7205,31.5672,2.9052,30,24,41,31,0.3208,0.2019,33.0917,25.3333,5.4508,26,10,39,25,0.1268,-0.2535,27.2096,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1484_0774-2384.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1484_0774-2384.tif
1484,0792-2393,315,2395.0048,791.6714,42.4952,12.7705,37,10,81,43,0.5177,-0.02507,44.2066,69.9397,28.4138,52,15,165,67,0.6504,0.5303,74.433,68.346,41.7231,48,12,255,60,2.9391,9.6299,85.5011,30.2762,11.5894,24,6,74,31,0.8822,1.319,30.6352,70.1429,21.1958,75,15,150,75,0.3683,0.2406,72,9.7714,3.3174,11,4,18,10,-0.01754,-0.7623,11.6374,12.2603,4.1472,8,7,31,12,1.6522,4.2693,19.6769,69.4889,39.3621,56,8,229,61,1.3303,2.0924,37.6,69.8921,13.8746,67,31,121,69,0.6355,1.302,71.2813,20.6952,4.8758,21,10,35,21,0.1113,-0.1015,21.2088,34.0794,5.4682,35,18,48,34,0.1951,-0.1659,31.5165,11.4127,8.4771,8,4,53,8,2.4993,6.7138,18.4022,25.1333,2.3243,26,19,32,25,0.3197,-0.04879,25.7407,35.6095,7.6568,32,26,98,34,3.8719,22.4489,36.9033,34.0317,9.1592,28,18,89,33,1.667,6.1157,43.2769,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1485_0792-2393.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1485_0792-2393.tif
1485,0796-2377,118,2377.0508,796.1949,48.678,16.5012,48,16,97,48,0.1405,-0.3265,40.5017,71.5339,33.1906,67,0,180,67,0.5754,0.3983,58.1717,60.5,19.3469,48,24,109,60,0.2353,-0.6641,56.5825,36.2034,12.332,31,6,74,37,0.595,0.2397,34.9327,77.2881,24.3079,75,15,135,75,0.1391,0.221,70.5556,13.4915,5.7315,11,8,38,12,2.2492,5.5886,18.5791,11.9915,2.854,12,8,23,12,0.8925,1.2771,23.5185,48.4153,14.1296,63,21,74,49,-0.227,-1.1808,33.9764,104.7797,21.6878,97,48,154,106,-0.3269,-0.1033,63.5556,15.9492,4.3281,13,6,28,16,0.1319,-0.4431,19.1077,33.2458,5.8015,34,19,50,33,0.2966,0.5827,31.8081,10.3898,2.9295,10,5,19,10,0.5117,-0.03234,11.7306,26.4407,2.5303,26,21,33,26,0.5752,0.07049,24.6599,33.0169,2.8911,31,27,40,33,0.2175,-0.7764,32.9865,36.9407,6.9001,36,17,53,36,-0.03996,-0.1028,30.9966,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1486_0796-2377.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1486_0796-2377.tif
1486,0823-2410,106,2409.8491,822.6604,56.0283,14.9044,59,21,92,59,0.1532,-0.4278,49.3966,69.6698,26.8317,75,15,157,67,0.5461,0.598,74.0915,73.9811,24.8768,60,36,206,72,1.723,6.4372,69.3254,41.1887,12.4809,37,18,74,43,0.313,0.04372,39.478,92.4057,22.6908,90,30,165,90,0.3897,0.4728,88.4746,14,2.615,13,10,19,13,0.3275,-0.5034,13.9831,16.2547,3.0144,17,11,25,17,0.3033,0.1625,16.8847,30.4717,10.5245,35,11,53,32,-0.06144,-0.7778,25.0881,65.1604,12.5517,62,37,96,64,-0.005015,-0.7243,58.1593,21.566,3.9449,21,13,35,21,0.4838,0.4727,21.922,38.9434,4.8518,40,24,52,39,-0.02516,0.4333,37.6407,7.9811,1.5367,7,5,12,8,0.3007,-0.2208,10.5763,29.0943,2.467,28,22,35,29,-0.05159,-0.05967,31.9119,35.8302,3.1304,36,29,43,36,-0.016,-0.5067,37.4949,39.0189,7.2045,41,23,59,38,0.5692,0.2323,37.9322,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1487_0823-2410.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1487_0823-2410.tif
1487,0812-2405,101,2403.302,812.2822,55.5842,18.2045,37,21,119,54,0.4619,0.3066,54.0144,79.6436,30.3521,97,7,187,82,0.4236,0.9954,68.8917,85.4158,23.6221,85,36,145,85,0.3058,-0.6072,70.2058,38.7129,11.8544,31,12,68,37,0.1481,-0.1061,34.0578,99.0594,29.2465,120,15,165,105,-0.198,-0.2015,84.7473,14.3564,3.4339,16,7,25,14,0.295,0.05962,13.2202,15.8515,5.8607,14,8,40,14,1.6369,3.0564,20.0542,49.1584,10.9387,44,30,83,47,1.0238,1.0627,38.1697,76.4455,13.6963,68,34,113,76,0.04131,0.5559,68.1119,22.495,5.11,18,10,35,22,0.1812,-0.239,21.7906,42.3069,5.7441,47,28,56,42,-0.1542,-0.4175,37.3032,9.1683,2.1075,9,3,16,9,0.3761,0.6638,9.7076,28.3663,2.5835,27,22,35,28,0.1786,-0.2511,27.6823,37.099,4.7021,36,29,53,36,0.9124,1.0196,35.5271,40.604,8.7773,36,24,66,39,0.5174,-0.1425,35.213,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1488_0812-2405.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1488_0812-2405.tif
1488,0808-2417,140,2417.9214,808.8786,62.5071,19.4857,54,21,108,59,0.3571,-0.4609,58.1073,99.2929,36.914,82,15,187,97,0.3644,-0.3168,97.3123,87.9643,25.9794,85,36,157,85,0.1946,-0.4434,72.6751,36.4,12.5319,31,12,80,37,0.4684,0.1431,36.9621,103.0714,29.2261,90,15,195,105,0.2692,0.2135,93.4069,15.3643,2.8968,13,7,22,15,0.1495,-0.1118,14.4416,15.4786,3.7579,14,7,33,15,1.4481,3.9744,16.8738,46.8643,9.1086,45,26,74,46,0.401,0.0839,36.1924,82.7214,17.8459,61,47,128,83,0.2408,-0.6011,80.9054,25.1214,5.4449,23,15,41,25,0.4422,0.08635,22.6719,40.9214,7.3466,40,26,67,40,0.8765,0.7568,39.877,9.2929,2.1137,9,5,15,9,0.396,-0.2882,8.4984,30.1643,3.3385,29,22,39,30,0.1729,-0.0687,29.1325,36.9,4.6167,36,28,59,36,1.2392,3.6301,38.1167,45.8143,10.4837,38,20,70,44,0.2807,-0.3369,41.4574,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1489_0808-2417.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1489_0808-2417.tif
1489,0787-2421,303,2421.8498,787.4703,46.9142,14.0903,54,16,86,48,0.2785,-0.267,47.0601,52.3597,20.6659,52,0,150,52,0.6519,1.8345,80.6659,61.4653,23.3233,60,12,170,60,1.5978,4.2615,70.0913,28.2475,12.284,24,12,124,24,3.0547,20.0191,27.9904,71.1881,23.8492,60,15,195,75,1.1982,4.1025,76.9832,10.7228,2.6661,11,4,24,11,0.5246,1.7578,13.4808,14.2145,5.8205,12,6,55,13,3.1564,13.8753,25.3173,50.0297,15.3378,58,18,87,50,0.09726,-0.5682,30.2572,68.462,16.0858,61,23,120,68,0.3176,0.2738,63.3293,19.7954,4.2509,19,8,32,20,-0.06258,-0.1233,22.4736,32.736,5.1542,28,20,48,33,0.01682,-0.1165,32.8438,7.6304,1.9229,7,2,16,7,0.5074,1.1958,8.6899,25.6898,2.2573,26,20,34,26,0.3539,0.1927,25.5986,33.033,4.1772,31,25,53,32,1.5084,4.2019,36.0385,30.7954,6.6,35,15,56,30,0.4443,0.3437,39.2837,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1490_0787-2421.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1490_0787-2421.tif
1490,0767-2407,301,2408.201,767.9718,44.7475,17.3801,32,5,200,43,2.5074,19.9006,41.1088,57.3123,25.9225,52,7,142,52,0.5402,0.3445,49.5856,57.3688,19.3756,48,24,133,60,0.8676,1.009,49.294,30.8538,15.095,31,6,143,31,2.436,12.2199,27.3449,68.4219,23.3042,60,15,165,60,0.6732,0.9274,60.7292,10.2259,2.8394,10,4,19,10,0.1816,-0.3627,12.5903,12.7674,3.3074,11,7,24,13,0.5468,-0.01696,22.1111,51.907,18.2512,60,5,88,52,-0.2117,-0.8221,17.5718,76.7076,19.7089,80,36,132,76,0.3567,-0.1576,50.463,17.7276,4.6324,19,6,32,18,0.256,0.2374,20.6782,32.0698,5.3108,32,18,51,32,0.416,0.7506,30.5949,8.588,3.1043,7,3,24,8,1.657,4.138,11.6435,26.5349,4.4829,26,19,49,26,1.994,5.7943,24.2384,33.1229,4.5308,31,24,54,32,1.6405,4.4134,33.5116,31.2292,6.9482,27,16,53,31,0.2225,-0.4027,28.6505,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1491_0767-2407.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1491_0767-2407.tif
1491,0804-2453,556,2452.6295,804.482,55.0396,18.5012,48,10,151,54,0.6377,1.2998,45.1434,63.6493,24.9958,67,0,172,67,0.2901,0.7542,76.3235,66.5665,20.8622,60,12,157,60,0.599,0.8853,50.9154,32.6151,12.4186,31,0,143,31,1.6029,11.373,30.0202,86.8165,24.4199,90,15,180,90,0.3368,0.3841,73.8695,11.8759,2.8305,13,4,21,12,0.0814,-0.2735,12.9375,13.3399,3.0215,11,6,26,13,0.5157,0.5851,16.1029,47.9245,23.9507,68,5,96,51,-0.1184,-1.1869,20.7941,98.7104,32.4514,121,23,182,99,-0.1028,-0.5663,60.1268,18.3058,4.5647,17,3,33,18,0.2046,0.2671,19.1452,34.6978,6.2945,33,15,53,34,0.2548,-0.01854,32.4614,7.6691,1.9531,7,3,15,7,0.3384,0.8126,6.9871,27.3813,3.3107,27,19,41,27,0.4227,0.5416,25.5147,34.6583,3.9844,36,26,48,35,0.2647,-0.05325,34.5257,35.1799,8.2079,36,14,64,35,0.3889,0.4545,30.9926,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1492_0804-2453.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1492_0804-2453.tif
1492,0785-2453,124,2453.2339,783.1855,49.8226,15.6927,54,21,97,48,0.4543,-0.03987,47.8135,62.4194,25.0843,60,0,157,60,0.6832,1.4874,52.2263,65.8548,29.7902,60,24,170,60,1.383,1.8028,53.7859,36.3871,16.5302,31,12,111,37,1.8886,5.1713,47.7829,78.871,28.6827,75,30,180,75,1.1205,1.6022,70.5505,12.0403,2.7182,10,8,23,12,1.2962,2.1439,12.263,14.0242,2.7184,13,9,22,14,0.5352,-0.09143,16.5046,38.2984,15.0263,52,5,63,41,-0.6193,-0.6371,21.6177,107.8952,25.8944,90,46,170,107,0.1805,-0.2549,58.6177,15.8468,4.8758,15,5,39,15,1.0623,3.2635,18.9786,32.0565,5.0963,31,20,47,31,0.6923,0.755,28.1284,16.5887,20.6685,7,3,84,8,2.2832,3.7705,20.3058,24.8387,2.4408,24,21,32,25,0.6024,-0.06121,27.4893,33.9516,5.9903,32,25,69,33,2.9739,12.422,41.5933,34.2177,9.089,33,20,68,33,1.2225,2.1148,36.7339,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\cellimages\1493_0785-2453.tif,F:\from880\HCR-2017-10-11tg\20171011-3-x\20171011-3-5\thumbnails\1493_0785-2453.tif
