ID,ROI,Area,X,Y,Mean_cd34,StDev_cd34,Mode_cd34,Min_cd34,Max_cd34,Median_cd34,Skew_cd34,Kurt_cd34,Background_cd34,Mean_Etv1,StDev_Etv1,Mode_Etv1,Min_Etv1,Max_Etv1,Median_Etv1,Skew_Etv1,Kurt_Etv1,Background_Etv1,Mean_nppb,StDev_nppb,Mode_nppb,Min_nppb,Max_nppb,Median_nppb,Skew_nppb,Kurt_nppb,Background_nppb,Mean_tmem45b,StDev_tmem45b,Mode_tmem45b,Min_tmem45b,Max_tmem45b,Median_tmem45b,Skew_tmem45b,Kurt_tmem45b,Background_tmem45b,Mean_trpa1,StDev_trpa1,Mode_trpa1,Min_trpa1,Max_trpa1,Median_trpa1,Skew_trpa1,Kurt_trpa1,Background_trpa1,Mean_fxyd2,StDev_fxyd2,Mode_fxyd2,Min_fxyd2,Max_fxyd2,Median_fxyd2,Skew_fxyd2,Kurt_fxyd2,Background_fxyd2,Mean_synpr,StDev_synpr,Mode_synpr,Min_synpr,Max_synpr,Median_synpr,Skew_synpr,Kurt_synpr,Background_synpr,Mean_tmem233,StDev_tmem233,Mode_tmem233,Min_tmem233,Max_tmem233,Median_tmem233,Skew_tmem233,Kurt_tmem233,Background_tmem233,Mean_trpv1,StDev_trpv1,Mode_trpv1,Min_trpv1,Max_trpv1,Median_trpv1,Skew_trpv1,Kurt_trpv1,Background_trpv1,Mean_tubb3,StDev_tubb3,Mode_tubb3,Min_tubb3,Max_tubb3,Median_tubb3,Skew_tubb3,Kurt_tubb3,Background_tubb3,Mean_trpm8,StDev_trpm8,Mode_trpm8,Min_trpm8,Max_trpm8,Median_trpm8,Skew_trpm8,Kurt_trpm8,Background_trpm8,Mean_calca,StDev_calca,Mode_calca,Min_calca,Max_calca,Median_calca,Skew_calca,Kurt_calca,Background_calca,Mean_mrgprd,StDev_mrgprd,Mode_mrgprd,Min_mrgprd,Max_mrgprd,Median_mrgprd,Skew_mrgprd,Kurt_mrgprd,Background_mrgprd,Mean_piezo2,StDev_piezo2,Mode_piezo2,Min_piezo2,Max_piezo2,Median_piezo2,Skew_piezo2,Kurt_piezo2,Background_piezo2,Mean_s100b,StDev_s100b,Mode_s100b,Min_s100b,Max_s100b,Median_s100b,Skew_s100b,Kurt_s100b,Background_s100b,Cellstack,Thumbnail
20,0008-0495,121,494.9793,9.0289,42.3388,11.8036,42,12,70,43,-0.07552,-0.04736,44.025,83.9421,35.35,49,21,202,81,0.6074,0.1887,42.7571,142.7934,55.886,255,48,255,137,0.4614,-0.4096,85.8429,46.8843,27.6276,31,3,155,40,1.2584,2.1693,26.7214,21.8099,6.2227,15,9,36,22,0.1967,-0.5627,18.5571,42.281,11.8815,41,19,75,41,0.3197,-0.2516,27.4893,31.3388,5.4598,34,13,43,32,-0.2955,0.2421,30.0214,79.405,20.7013,95,35,129,78,0.2767,-0.4594,53.4571,48.7851,13.7054,49,26,96,48,0.741,0.3984,44.1214,49.8678,13.1934,42,27,115,47,1.7236,5.3484,49,25.5207,4.2605,23,17,40,25,0.6827,0.3983,28.2464,30.6777,4.6979,31,19,45,31,0.1704,0.1908,33.5643,73,11.3306,76,46,109,73,0.1304,0.3369,66.6143,33.0826,4.8228,30,22,45,33,0.1259,-0.6062,29.5929,63.6777,15.2955,54,33,107,63,0.3908,0.02332,58.2536,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\21_0008-0495.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\21_0008-0495.tif
21,0208-0916,57,916.5877,207.7807,30.8947,9.2595,31,9,51,31,-0.1623,-0.2922,28.9738,86.7368,25.5912,99,36,138,88,-0.07434,-0.8566,29.4934,137.0351,32.5335,114,63,220,134,0.05552,-0.452,49.2533,43.0351,18.5279,31,7,94,41,0.7986,0.4914,15.0131,18.4211,5.4509,15,8,35,17,0.5413,-0.05728,15.6114,47.0877,11.9018,35,30,75,47,0.5449,-0.3811,32.6288,26.1404,5.872,25,11,37,26,-0.2169,-0.5343,28.9345,79.3333,13.871,72,51,112,78,0.1941,-0.4312,49.1441,56.9123,13.7611,47,30,93,57,0.3307,0.003012,28.3406,51.3684,11.8963,42,28,82,50,0.2584,-0.2783,37.4061,20.8947,2.8074,21,15,28,21,0.348,-0.04223,19.2882,24.614,3.4161,23,17,32,24,-0.02442,-0.4928,23.8996,62.193,8.733,65,40,86,62,0.2642,0.4659,55.4148,27.9298,3.7553,26,20,37,27,0.2593,-0.3264,26.2314,46.1404,9.2146,34,27,65,47,-0.01856,-0.9738,42.9913,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\22_0208-0916.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\22_0208-0916.tif
22,0003-0668,44,668.25,2.7273,33.4091,11.3431,31,7,66,35,0.1908,0.3291,31.1471,77.1364,29.9741,73,24,165,74,0.865,0.8878,40.4853,120.3409,33.8897,130,64,192,122,0.313,-0.6979,56.1176,54.4318,30.8503,57,11,175,52,1.485,3.6196,42.8824,24,9.0989,31,9,51,22,0.8876,0.5184,20.8309,50.1136,12.8048,56,30,94,51,1.0765,1.8207,40.25,31.5909,9.7916,25,22,64,29,2.0225,3.7343,36.0074,74.3636,15.3564,67,45,123,72,0.7307,0.8564,57.3676,50.4318,16.5493,55,22,90,50,0.6214,0.0487,30.1103,49.8636,12.2143,50,27,77,50,0.1525,-0.6357,33.6691,23.7955,4.5524,20,20,39,23,2.0252,3.736,21.4853,28,5.2474,27,20,52,28,2.285,8.2894,26.3235,72.4091,12.32,75,46,106,72,0.4021,0.2647,69.3162,29.1136,5.4312,32,22,51,29,1.6525,4.5684,27.7279,49.3182,10.7287,39,27,70,48,0.1405,-0.6925,45,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\23_0003-0668.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\23_0003-0668.tif
23,0449-0743,120,743.4167,449.7333,40.2083,10.2996,38,11,64,40,-0.1145,-0.01319,43.1649,84.05,25.0149,63,25,153,86,0.05416,-0.08132,32.543,187.2667,49.2044,255,70,255,193,-0.3575,-0.7375,52.7113,61.3167,26.7418,49,11,130,57,0.4379,-0.4819,13.189,18.2667,6.3798,16,5,47,17,0.966,2.4848,18.9381,61.2917,15.8662,59,23,103,60,0.239,0.4537,29.5292,19.7,7.988,21,8,56,19,1.5369,4.2127,24.811,102.8583,27.4903,86,40,166,102,-0.01505,-0.5729,50.433,59.4417,20.9452,48,21,115,57,0.411,-0.516,33.9931,114.5417,29.8517,81,43,191,112,0.1148,-0.5893,98.7973,30.7833,13.4921,24,18,118,28,4.0724,19.2752,38.7526,31.075,5.7382,27,18,49,31,0.3783,0.05654,27.9622,76.7333,11.3202,77,49,103,76,0.1165,-0.3663,69.4055,33.9917,5.3413,33,22,50,34,0.1116,-0.07597,35.5876,86.3417,19.4645,83,41,144,85,0.2971,0.07154,91.5498,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\24_0449-0743.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\24_0449-0743.tif
24,0391-0892,89,892.736,390.6011,34.9775,10.2724,29,9,68,35,0.3623,1.0666,34.9257,77.8427,29.9833,43,14,168,77,0.3269,0.02979,28.8699,147.7528,56.3337,61,58,255,153,0.1987,-0.9589,48.5874,49.3371,27.3795,28,7,151,46,0.9248,1.4073,28.0781,21.0449,9.1078,15,5,49,19,0.9102,0.6774,20.3903,50.236,17.0787,44,18,104,49,0.6356,0.817,34.9628,28.6742,7.703,31,10,57,29,0.3966,1.4386,34.829,82.3708,23.3016,67,37,134,82,0.2144,-0.8052,54.9851,57.7753,17.8011,46,30,104,55,0.4818,-0.4233,29.5836,62.1124,24.9966,54,28,136,55,0.9385,0.2668,41.9145,22.573,2.8199,23,16,29,22,0.2116,-0.4008,20.2268,26.4607,4.8078,24,18,51,26,1.5079,6.2088,27.0372,73.0449,14.2477,75,44,144,73,1.3262,5.5161,70.4424,28.6067,4.4839,28,18,41,28,0.343,-0.01515,26.9405,52.0674,14.3185,39,19,84,52,-0.02089,-0.5075,55.4387,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\25_0391-0892.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\25_0391-0892.tif
25,0425-0621,140,621.5429,425.5714,40.9,11.6263,45,17,75,41,0.2246,-0.2359,39.1806,85.5571,28.2525,86,29,169,86,0.3334,-0.1509,40.2,120.6357,42.929,66,42,245,118,0.6685,0.248,53.2,59.9214,44.2527,22,2,236,48,1.871,3.8472,45.2129,23.4714,8.6094,15,7,55,22,0.8972,1.1616,22.371,52.9714,23.7093,45,15,162,49,2.1913,6.7105,44.929,30.8143,6.2944,27,20,61,30,1.3937,3.5834,38.0452,79.2571,18.9412,83,32,137,80,0.2118,0.4957,60.7032,48.6071,13.7593,50,21,78,47,0.1601,-0.7404,30.6581,52.0357,17.5444,58,17,137,52,1.1439,4.0366,38.2516,23.9786,4.2789,24,16,37,24,0.487,0.06218,22.2806,28.7286,5.5514,26,17,45,28,0.6195,0.5185,30.1677,79.5714,12.3324,76,54,113,78,0.184,-0.3886,77.4645,32.7571,5.4123,29,22,49,32,0.5156,-0.06719,30.6226,60.4571,14.9023,55,20,100,61,0.06918,-0.1229,54.7613,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\26_0425-0621.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\26_0425-0621.tif
26,0346-0646,77,646.6558,345.7078,39.4675,11.6772,31,15,64,40,0.002801,-0.4447,39.5217,123.5065,32.0405,97,48,222,124,0.3864,0.6887,39.6364,190.4805,43.7401,255,108,255,191,-0.1158,-1.1211,59.7194,69.961,28.5825,53,18,148,68,0.3553,-0.2653,23.6087,23.5714,7.2356,22,9,50,23,0.9243,2.1833,18.1186,60.2078,11.085,55,34,85,61,0.0003675,-0.418,28.2095,28.5974,6.0682,30,11,45,28,0.309,0.4445,29,108.1039,20.2313,117,64,160,107,0.09952,-0.4118,50.7826,67.3636,13.9679,55,40,104,66,0.5055,0.1218,32.1739,68.039,18.9927,69,22,110,68,0.0403,0.2241,42.1779,26.0909,4.1396,24,19,37,26,0.2856,-0.4996,21.3715,29.7273,3.9724,30,20,37,30,-0.1492,-0.7234,35.0237,86.4026,13.651,83,59,128,86,0.4037,0.1389,66.4743,38.7792,8.4099,35,26,78,38,1.851,5.7258,35.2174,60.1429,11.7246,50,33,87,60,0.168,-0.4694,59.0158,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\27_0346-0646.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\27_0346-0646.tif
27,0174-0603,49,603.4592,173.9286,31.9592,7.9686,25,17,48,33,-0.0005317,-0.7402,32.5581,57.9388,20.8221,37,22,124,55,0.7945,0.6691,29.3488,99.8163,32.131,66,40,170,100,0.2967,-0.4601,49.214,41.2245,25.8725,17,8,116,37,0.9558,0.4714,28.9302,18.7347,6.5472,14,8,35,17,0.8739,0.03544,18.1209,36.9592,8.3015,36,20,56,37,0.09916,-0.00003249,26.186,28.0612,6.1692,28,16,42,28,0.2117,-0.6356,33.6419,58.2857,9.489,60,39,81,60,0.08007,-0.2512,48.7395,44.7755,8.2771,41,25,62,44,-0.02219,-0.2242,26.4047,36.7143,9.91,26,18,61,36,0.3399,-0.6093,26.6186,21.5918,4.0923,20,14,30,22,0.1019,-0.4413,19.7907,28.2245,4.2976,25,20,38,28,0.3934,-0.2814,26.0233,73.3878,11.615,75,46,93,75,-0.3012,-0.3713,70,27.6327,3.7511,28,21,36,28,0.2021,-0.4448,26.8093,49.3673,11.9351,53,26,77,50,0.1105,-0.5478,47.8047,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\28_0174-0603.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\28_0174-0603.tif
28,0384-0561,260,561.3346,383.8385,39.6077,13.9489,33,14,109,38,1.7519,5.7895,38.5281,66.65,31.8376,39,14,188,63,0.7788,0.4497,31.2616,111.5577,47.8121,58,29,255,108,0.4384,-0.5406,53.11,39.0538,27.4082,17,1,232,34,1.9172,8.7952,14.4963,22.2154,11.2987,15,7,99,20,3.1753,14.6011,21.3325,37.0654,16.0034,34,6,89,35,0.5856,0.1278,22.9535,29.2923,6.09,28,17,55,29,1.0449,2.2911,30.555,66.9731,20.1997,72,25,126,67,0.367,-0.1661,45.802,44.0538,13.3583,38,20,94,43,0.6219,0.2956,31.7653,41.85,14.9861,38,16,107,40,0.8793,1.0885,30.1638,22.9115,3.8789,21,14,36,23,0.4094,0.08969,21.1932,29.9038,9.9928,29,14,130,29,5.4202,43.521,30.3888,73.8846,13.6315,82,36,116,74,0.007849,-0.1925,68.8435,31.5692,6.3367,29,18,57,31,0.8457,1.1864,27.1614,57.9731,14.7241,52,18,108,58,0.2798,0.3351,51.511,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\29_0384-0561.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\29_0384-0561.tif
29,0357-0106,32,105.9062,357.6562,9.5625,2.5895,7,5,16,9,0.4823,-0.1199,9.089,4.1562,2.4245,5,0,10,4,0.3943,0.4474,4.4188,108.4062,96.6416,255,7,255,68,0.5045,-1.3643,6.4869,4.5,1.8139,3,2,8,4,0.5107,-0.9423,4.0157,8.1875,3.5418,8,1,22,8,1.4451,6.0125,8.5131,1,0,1,1,1,1,NaN,NaN,1,10,0,10,10,10,10,NaN,NaN,10,14,0,14,14,14,14,NaN,NaN,14,0,0,0,0,0,0,NaN,NaN,0,0,0,0,0,0,0,NaN,NaN,0,11.75,0.568,12,10,13,12,-1.0733,1.52,11.7016,17.875,4.006,15,14,31,17,2.0323,3.9316,16.0995,24.625,3.4618,24,20,33,24,0.6207,-0.2278,24.2827,10,2.794,9,6,21,9,2.1998,5.971,9.5026,13.9062,3.3055,12,8,20,14,0.2253,-0.6554,13.4136,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\30_0357-0106.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\30_0357-0106.tif
30,0329-0398,26,398.0385,329.0385,36.1154,6.6533,32,24,49,35,0.0396,-0.8027,34.2472,50.6923,18.8441,32,23,87,46,0.3652,-1.1052,27.1404,96.3077,38.1992,70,35,222,89,1.4914,2.8389,48.5843,23.2692,15.2619,17,4,54,18,0.7824,-0.6093,9.8034,20.5,6.1725,14,7,30,21,-0.2076,-0.8716,16.9663,27.4231,8.0953,38,13,41,27,0.08809,-1.1866,15.0449,28.7692,4.633,26,20,36,29,0.1427,-0.889,27.3876,53.6154,9.9763,53,34,76,53,0.3966,-0.3065,40.5225,39.2308,9.937,27,23,63,40,0.2447,-0.432,26.3539,32.6538,8.3424,35,20,47,32,0.2853,-1.1202,23.8371,21.5385,2.5492,21,16,26,21,-0.1194,-0.5042,20.4382,28.8462,4.2773,31,22,38,29,0.1143,-0.8942,26.9045,66.9231,11.2425,63,53,101,63,1.4972,1.8253,60.6685,29.7308,4.396,31,21,38,30,0.1468,-0.4397,24.9663,58.6154,14.1819,54,31,83,60,-0.07572,-0.6601,52.9719,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\31_0329-0398.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\31_0329-0398.tif
31,0250-0687,21,686.6905,250.7381,34.381,7.2075,38,21,47,35,-0.08108,-0.7904,39.3869,72.9524,28.1362,68,30,142,68,0.7528,0.1956,38.2143,101.0952,30.5809,76,46,148,106,-0.3341,-1.081,48.9226,37.1905,23.8382,16,6,81,24,0.4128,-1.2496,35.6667,18.4286,5.9546,11,11,31,17,0.676,-0.4728,20.5595,38.8571,10.7531,24,17,54,41,-0.4565,-0.9333,43.8274,20.5238,6.1856,17,12,34,20,0.4493,-0.8829,31.8929,62,18.1576,51,30,97,56,0.3831,-0.8195,57.5119,48.0952,12.5455,35,27,75,46,0.4456,-0.5758,30.9048,77.1905,46.2532,20,20,165,73,0.3675,-1.1386,60.0298,25.3333,4.7046,20,19,37,25,0.5263,-0.224,22.4524,29.1905,4.8951,27,21,40,29,0.4639,-0.02664,27.4226,72.1905,7.5274,73,55,87,73,-0.6114,0.7122,74.3155,35.4286,7.2012,30,26,51,34,0.6783,-0.6511,37.8214,95.5238,20.3362,108,49,114,106,-1.1339,-0.08473,77.4048,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\32_0250-0687.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\32_0250-0687.tif
32,0271-0852,151,851.7384,270.6192,31.7417,9.289,30,8,53,30,0.1868,-0.3228,32.5503,41.0199,17.5463,28,8,100,37,1.0775,1.2306,24.2327,76.3709,26.8643,53,28,179,73,1.1012,2.0119,45.9465,32.0927,23.0325,20,2,122,25,1.3727,1.8418,16.4874,17.2252,4.8692,17,8,39,17,0.7227,1.6405,16.456,32.9603,13.6742,27,9,73,29,0.8045,0.1754,23.283,30.7219,8.4065,24,12,60,29,0.7465,0.4236,31.8648,54.4437,14.66,53,22,103,54,0.3405,0.424,43.544,32.3245,7.5908,30,15,54,31,0.3566,-0.09842,25.9623,33.7417,9.3684,36,14,63,33,0.6192,0.5797,24.0472,19.2384,2.6349,19,13,26,19,0.09547,-0.355,18.934,25.2119,3.3199,25,18,35,25,0.1765,0.08548,24.3805,61.3974,10.6427,66,37,89,61,0.1872,-0.3931,60.3836,26.2252,4.4093,24,15,38,25,0.4682,-0.177,26.5881,46.649,10.732,41,21,71,47,-0.1812,-0.4766,43.4182,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\33_0271-0852.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\33_0271-0852.tif
33,0283-0922,97,921.799,283.6237,28.9175,7.9118,33,9,47,30,-0.2558,-0.2664,27.052,40.7938,17.3205,35,9,111,39,1.0836,2.5485,21.4721,76.4742,27.753,68,25,157,69,0.5423,-0.2897,41.3494,18.3505,13.4172,12,1,72,14,1.7929,3.9281,7.9257,15.8247,4.954,15,6,29,15,0.4246,-0.3393,14.8439,25.268,8.6042,25,9,51,25,0.5409,0.1553,13.4126,26.8969,5.1285,24,13,42,27,0.3989,0.8169,26.8476,53.1443,10.5436,48,29,81,53,0.03378,-0.3955,37.7472,33.2784,8.8961,28,14,55,34,0.1471,-0.4572,26.2602,31.7526,7.1648,34,16,49,32,0.07087,-0.2244,21.0967,19.7423,3.2316,19,12,31,19,0.7247,1.6154,18.5502,24.4536,2.944,23,17,31,24,0.08646,-0.3885,23.0632,54.1134,7.8314,50,39,71,54,0.1626,-0.8947,51.0669,23.6701,3.006,24,15,30,24,-0.2097,-0.2294,21.2565,43.6082,10.1618,40,20,65,43,-0.02452,-0.6538,40.5651,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\34_0283-0922.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\34_0283-0922.tif
34,0264-0975,27,975.3519,263.7963,33.4815,8.4324,24,22,52,35,0.2285,-0.9073,30.3757,41.3704,18.2317,17,17,76,38,0.3152,-1.1754,23.2707,91.5185,26.2991,88,40,148,89,0.1966,-0.5822,42.5635,25,20.0557,9,4,73,18,0.9207,-0.1973,12.2486,21.0741,7.0815,16,7,34,22,-0.04765,-0.9223,15.0773,27.2222,8.1492,22,16,52,25,1.3953,1.9071,18.1215,27.3704,5.548,25,16,42,27,0.2454,0.573,26.3481,52.3333,10.4256,62,19,67,53,-1.253,2.0623,37.2265,48.7037,19.5779,29,16,86,47,0.1588,-1.1239,37.2431,39.2963,14.5412,27,18,64,36,0.2908,-1.2689,28.1657,18.9259,2.5408,19,15,25,19,0.5862,-0.3942,17.9669,51.3704,13.4626,41,32,92,45,1.0857,1.1047,40.2431,58.8889,9.5003,60,36,74,59,-0.689,0.5935,52.5691,23,2.4962,23,18,28,23,-0.1663,-0.3519,22.663,45.7037,9.2729,37,31,62,45,0.06547,-1.258,38.5635,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\35_0264-0975.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\35_0264-0975.tif
35,0251-1061,108,1061.1296,251.2037,27.5,8.521,30,2,54,28,-0.1478,0.9537,26.2609,52.7037,26.614,41,7,144,50,0.6251,0.26,23.4167,86.5556,39.2586,61,21,180,80,0.5057,-0.6214,35.6196,27.8981,18.3797,17,0,96,24,1.4523,2.6888,10.4348,15.8333,4.8904,15,7,34,15,0.6051,0.5787,14.2971,28.3056,17.1118,17,4,75,23,0.7542,-0.4205,18.2935,26.4444,5.6043,23,16,59,26,2.0255,9.2594,25.8623,50.9815,17.568,35,23,91,51,0.4638,-0.7238,41,37.3148,18.8227,26,11,98,31,1.082,0.5248,26.3007,37.2778,20.8671,21,12,89,28,0.6985,-0.8233,24.7717,19.25,2.9675,18,12,30,19,0.5765,1.0593,17.7862,23.7685,2.8304,24,17,32,24,0.2417,0.3298,25.7283,58.5833,10.6518,60,32,103,59,0.7957,2.9632,50.9493,25.0926,3.6315,22,18,36,25,0.5697,-0.0268,21.7319,41.213,9.3609,32,19,77,41,0.3829,1.146,39.4601,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\36_0251-1061.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\36_0251-1061.tif
36,0077-0974,29,974.0517,76.8103,57.5517,11.966,46,32,78,58,-0.3732,-0.8415,53.7182,39,12.5328,41,18,71,36,0.6539,-0.1656,38.4475,73.6207,23.1801,53,44,120,66,0.4701,-1.0061,52.6464,22.6207,10.1222,19,6,48,19,1.0076,0.5868,18.9779,27.8966,9.0882,25,10,43,25,-0.03976,-0.8913,22.8453,46.4828,21.5947,22,14,77,48,-0.01462,-1.448,37.011,34.8966,8.0947,24,24,57,34,1.098,1.3373,32.5414,59.4828,11.4037,64,36,80,61,-0.243,-0.7549,51.5028,34.5517,7.283,33,21,49,34,-0.09193,-0.5743,33.7735,65.4828,31.1524,30,22,122,65,0.2451,-1.2251,65.4807,26.0345,2.7449,26,20,32,26,-0.01551,0.06164,25.5028,29.8621,5.6361,26,18,45,28,0.7183,0.5892,29.7956,70.2759,14.2676,57,48,98,65,0.5278,-0.8749,64.3149,48.2069,5.9903,50,37,60,49,0.07813,-0.5421,42.3094,78.8276,19.6434,56,46,125,77,0.4372,-0.4264,87.3812,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\37_0077-0974.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\37_0077-0974.tif
37,0755-2579,48,2578.9583,755.2708,38.0625,13.2222,40,11,72,40,0.3821,0.2243,33.816,53.1042,28.1517,9,9,132,50,0.588,-0.08239,26.1887,90.8333,56.3346,33,25,211,72,0.9489,-0.3629,33.1604,25.5417,23.4057,3,1,117,17,1.861,4.0575,8.1415,19.1875,5.7673,16,10,34,19,0.583,0.02568,16.4151,39.8125,23.7269,30,6,100,34,0.7159,-0.2958,37.1179,24.5208,4.985,22,14,46,24,1.4391,5.7399,21.5802,55.1667,16.1592,37,25,84,59,-0.1545,-0.9993,36.6792,38.7292,13.7697,32,17,78,37,0.8464,0.5737,24.4009,38.25,16.4827,29,14,87,34,1.0463,0.9882,41.2642,19.5,3.2616,19,12,25,20,-0.528,-0.4105,17.7594,23.5,4.5053,25,13,36,24,0.2405,0.1103,22.5566,62.9583,13.2086,67,40,90,64,0.2453,-0.6664,52.6132,26.9375,11.5084,20,13,66,23,1.793,3.3452,29.9811,52.4375,17.2416,45,17,92,50,0.2791,-0.3765,50.533,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\38_0755-2579.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\38_0755-2579.tif
38,0757-2549,132,2548.697,756.6894,53.5,13.8677,50,24,95,52,0.3085,-0.2031,58.73,75.6515,31.6117,39,22,164,73,0.5247,-0.181,49.54,146.697,73.4364,255,25,255,132,0.2477,-1.4194,62.0167,102.5606,52.4326,44,12,230,99,0.4041,-0.559,122.3367,29.7727,12.1835,23,11,77,28,1.2427,2.1362,37.1267,99.447,32.7748,108,23,168,101,-0.1622,-0.7404,129.1567,65.8409,21.3912,54,23,128,65,0.2805,-0.2974,77.0933,117.0833,31.6172,104,47,196,118,-0.1532,-0.4193,106.9667,55.4242,24.2346,48,22,146,48,1.2042,1.4046,36.66,73.9318,27.0242,50,27,134,73,0.1358,-0.9898,115.5367,24.0985,3.6983,21,15,35,24,0.1444,-0.4192,24.9967,32.6742,9.9314,29,15,84,30,1.8304,5.5401,49.3467,116.8864,27.1351,111,57,184,112,0.2994,-0.28,134.61,41.2727,8.7711,38,20,75,41,0.1966,0.919,51.6333,63.5303,15.9443,66,28,110,63,0.3026,-0.169,77.36,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\39_0757-2549.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\39_0757-2549.tif
39,0758-2501,141,2500.8121,757.8901,33.5957,10.0385,31,5,69,33,0.1441,0.8549,42.1452,81.4681,41.1191,47,12,217,75,0.6961,0.02053,37.6634,133.234,62.8994,255,32,255,130,0.1932,-1.0774,50.9175,54.7872,37.5925,18,0,177,52,0.7875,0.2583,38.6436,20.2695,7.2406,14,7,42,19,0.7509,0.3772,20.9043,43.7943,14.8442,34,17,84,44,0.2336,-0.6383,52.604,24.8369,5.1111,21,14,45,24,0.955,1.2466,34.7657,73.9716,24.9204,40,29,129,73,0.3001,-0.6445,55.1188,47.2908,18.8231,27,19,100,46,0.6789,-0.3092,26.4257,44.3191,13.3509,36,18,71,44,0.1452,-0.8231,43.2211,19.9149,2.7813,20,14,27,20,0.1921,-0.2723,19.6535,24.3759,3.6046,20,16,33,24,0.1549,-0.6516,24.538,66.4468,11.6781,70,35,96,66,0.1383,-0.04935,68.5347,25.8652,3.8955,25,16,36,25,0.4162,0.2601,33.8878,49.9716,11.9097,47,15,79,50,-0.1896,0.1193,54.4587,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\cellimages\40_0758-2501.tif,F:\from880\HCR-2018-02-13-tg\20180213-3\20181213-3-mouse1-section4\thumbnails\40_0758-2501.tif
